"","UserID","ProblemID","overalGradeDiff","CountofSubmissions","avgTSbetweenSubs","countOfVideoandForumEvents"
"8975","7cbbaa9a865c4743709b8f36a6beb51f961760da",15,60,5,701,13
"8976","7cbbe7748a7be38f0927bebc0e90290ed9884f13",0,0,1,NA,0
"8977","7cbbe7748a7be38f0927bebc0e90290ed9884f13",3,8.33333333333332,2,18,0
"8978","7cbf51ee6e203ddb9cf5df06a1e1649a31f28459",0,0,1,NA,0
"8979","7ce976089abbc611b282c4a7defcdfa1a097ac81",0,33.3333333333333,2,6,0
"8980","7ce976089abbc611b282c4a7defcdfa1a097ac81",1,0,1,NA,0
"8981","7ce976089abbc611b282c4a7defcdfa1a097ac81",2,10,2,2,0
"8982","7ce976089abbc611b282c4a7defcdfa1a097ac81",3,0,1,NA,0
"8983","7ce976089abbc611b282c4a7defcdfa1a097ac81",4,25,4,1,0
"8984","7ce976089abbc611b282c4a7defcdfa1a097ac81",5,0,1,NA,0
"8985","7d26b8064cfb6dcfecdebb18309e62fe3bb75919",1,0,1,NA,0
"8986","7d26b8064cfb6dcfecdebb18309e62fe3bb75919",2,90,3,5,0
"8987","7d26b8064cfb6dcfecdebb18309e62fe3bb75919",4,0,4,8,0
"8988","7d26b8064cfb6dcfecdebb18309e62fe3bb75919",5,0,1,NA,0
"8989","7d45839cd482d06601eea68f3e32079db8197a5a",0,0,1,NA,0
"8990","7d45839cd482d06601eea68f3e32079db8197a5a",1,0,1,NA,0
"8991","7d45839cd482d06601eea68f3e32079db8197a5a",2,0,1,NA,0
"8992","7d45839cd482d06601eea68f3e32079db8197a5a",3,0,1,NA,0
"8993","7d5206c98de57519b7713631448e6d3e56456723",0,0,1,NA,0
"8994","7d5206c98de57519b7713631448e6d3e56456723",1,0,1,NA,0
"8995","7d5206c98de57519b7713631448e6d3e56456723",2,100,5,5,0
"8996","7d5206c98de57519b7713631448e6d3e56456723",3,0,1,NA,0
"8997","7d5206c98de57519b7713631448e6d3e56456723",4,45,2,2,0
"8998","7d5206c98de57519b7713631448e6d3e56456723",5,11.1111111111111,2,1,0
"8999","7d5206c98de57519b7713631448e6d3e56456723",6,0,1,NA,0
"9000","7d5206c98de57519b7713631448e6d3e56456723",7,0,1,NA,0
"9001","7d5206c98de57519b7713631448e6d3e56456723",8,100,4,32,0
"9002","7d5206c98de57519b7713631448e6d3e56456723",9,0,1,NA,0
"9003","7d5206c98de57519b7713631448e6d3e56456723",10,0,1,NA,0
"9004","7d5206c98de57519b7713631448e6d3e56456723",11,24.4444444444444,3,3,0
"9005","7d5206c98de57519b7713631448e6d3e56456723",12,0,1,NA,0
"9006","7d5cc81818596665bc0de0c04d595c07344fb19d",0,-11.1111640930176,4,5,0
"9007","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",0,0,1,NA,0
"9008","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",1,0,1,NA,0
"9009","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",2,50,12,21,24
"9010","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",3,20.8333333333333,2,8,0
"9011","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",4,75,5,10,0
"9012","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",5,13.3333333333333,3,3,0
"9013","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",6,12.5,2,21,18
"9014","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",7,40,3,3,0
"9015","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",8,12.5,2,6,0
"9016","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",9,50,3,7,0
"9017","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",10,19.9999968210856,3,8,0
"9018","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",11,33.3333333333333,4,7,0
"9019","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",12,0,1,NA,0
"9020","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",13,0,1,NA,0
"9021","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",14,86.6666666666667,31,44,33
"9022","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",15,60,11,15,3
"9023","7d74c1e1c7c4bfbd0a180d23e9eed48b400814ea",16,0,1,NA,0
"9024","7d8ffbb420722d557076d2dc408d70ebc9769508",0,0,1,NA,0
"9025","7d8ffbb420722d557076d2dc408d70ebc9769508",1,0,1,NA,0
"9026","7d8ffbb420722d557076d2dc408d70ebc9769508",2,0,1,NA,0
"9027","7d8ffbb420722d557076d2dc408d70ebc9769508",4,0,1,NA,0
"9028","7d8ffbb420722d557076d2dc408d70ebc9769508",5,0,1,NA,0
"9029","7d8ffbb420722d557076d2dc408d70ebc9769508",7,0,1,NA,0
"9030","7d8ffbb420722d557076d2dc408d70ebc9769508",8,12.5,2,2,0
"9031","7d8ffbb420722d557076d2dc408d70ebc9769508",9,12.5,2,4,0
"9032","7d8ffbb420722d557076d2dc408d70ebc9769508",11,100,5,4,0
"9033","7d8ffbb420722d557076d2dc408d70ebc9769508",14,44,19,97,159
"9034","7d8ffbb420722d557076d2dc408d70ebc9769508",15,0,1,NA,0
"9035","7d8ffbb420722d557076d2dc408d70ebc9769508",16,0,1,NA,0
"9036","7dd0f711799b81f846644381b1428c0da1fa32e1",0,0,1,NA,0
"9037","7dd0f711799b81f846644381b1428c0da1fa32e1",1,100,5,4,4
"9038","7dd0f711799b81f846644381b1428c0da1fa32e1",2,0,1,NA,0
"9039","7dd0f711799b81f846644381b1428c0da1fa32e1",3,0,1,NA,0
"9040","7dd0f711799b81f846644381b1428c0da1fa32e1",4,50,3,7,12
"9041","7dd0f711799b81f846644381b1428c0da1fa32e1",5,0,1,NA,0
"9042","7dd0f711799b81f846644381b1428c0da1fa32e1",6,0,1,NA,0
"9043","7dd0f711799b81f846644381b1428c0da1fa32e1",7,0,1,NA,0
"9044","7dd0f711799b81f846644381b1428c0da1fa32e1",8,12.5,2,3,0
"9045","7dd0f711799b81f846644381b1428c0da1fa32e1",9,100,3,4,0
"9046","7dd0f711799b81f846644381b1428c0da1fa32e1",10,-1.66666507720947,2,6,0
"9047","7dd0f711799b81f846644381b1428c0da1fa32e1",11,22.2222222222222,2,6,0
"9048","7dd0f711799b81f846644381b1428c0da1fa32e1",12,0,1,NA,0
"9049","7dd0f711799b81f846644381b1428c0da1fa32e1",13,35,3,10,0
"9050","7dd0f711799b81f846644381b1428c0da1fa32e1",14,0,1,NA,0
"9051","7dd0f711799b81f846644381b1428c0da1fa32e1",15,0,1,NA,0
"9052","7dd0f711799b81f846644381b1428c0da1fa32e1",16,0,1,NA,0
"9053","7df1aa04632acf42c4d6aafc78a42b0c23daff42",0,0,1,NA,0
"9054","7dfe1514da22ecbd92599187962ad5fdb13f5d68",0,0,1,NA,0
"9055","7e0c7343c632a2f8b00cfa8e00a157d5221a8532",1,100,5,7,0
"9056","7e0c7343c632a2f8b00cfa8e00a157d5221a8532",2,25,2,4,0
"9057","7e0c7343c632a2f8b00cfa8e00a157d5221a8532",4,0,1,NA,0
"9058","7e0c7343c632a2f8b00cfa8e00a157d5221a8532",5,11.1111111111111,2,16,0
"9059","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",0,16.6666666666667,2,3,0
"9060","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",1,100,5,5,5
"9061","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",2,100,2,1,0
"9062","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",3,33.3333333333333,4,113,7
"9063","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",4,5,2,1,0
"9064","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",5,100,5,2285,41
"9065","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",6,43.75,2,306,0
"9066","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",7,51.4285714285714,5,10,27
"9067","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",8,37.5,3,41,0
"9068","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",9,25,16,389,37
"9069","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",10,13.3333365122477,3,8,7
"9070","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",11,44.4444444444444,10,103,7
"9071","7e2208b3983c47b1a9c45a47be4428b8f8c38a33",14,60,7,68,34
"9072","7e620f3395944bca5283c3aeec82e618ec0c429d",0,0,1,NA,0
"9073","7e78c719cf48c6aeb94f6d4ab33dcc96ea2ecff9",0,0,1,NA,0
"9074","7e7bc6ef7cc755f5a203881aec9e8aa313c3dfd7",0,22.2221692403158,4,31192,336
"9075","7e7bc6ef7cc755f5a203881aec9e8aa313c3dfd7",1,100,9,3,0
"9076","7e7bc6ef7cc755f5a203881aec9e8aa313c3dfd7",2,100,4,125,20
"9077","7e7bc6ef7cc755f5a203881aec9e8aa313c3dfd7",3,0,1,NA,0
"9078","7e7bc6ef7cc755f5a203881aec9e8aa313c3dfd7",4,100,8,3,0
"9079","7e7bc6ef7cc755f5a203881aec9e8aa313c3dfd7",5,100,14,478,124
"9080","7e7bc6ef7cc755f5a203881aec9e8aa313c3dfd7",6,0,1,NA,0
"9081","7e7bc6ef7cc755f5a203881aec9e8aa313c3dfd7",7,100,18,4,9
"9082","7e7bc6ef7cc755f5a203881aec9e8aa313c3dfd7",8,100,12,2383,62
"9083","7e7bc6ef7cc755f5a203881aec9e8aa313c3dfd7",9,0,1,NA,0
"9084","7e7bc6ef7cc755f5a203881aec9e8aa313c3dfd7",10,0,1,NA,0
"9085","7e7bc6ef7cc755f5a203881aec9e8aa313c3dfd7",16,0,1,NA,0
"9086","7e88bd9b2bcb27e40b7afee52256f9b7f7960651",0,0,1,NA,0
"9087","7e88bd9b2bcb27e40b7afee52256f9b7f7960651",3,0,1,NA,0
"9088","7e8e87cc0a147c499b27a5d2dea3aeb16bf9ef39",0,0,1,NA,0
"9089","7ea6ff465edcd50200c3c9c6744048596c63307e",4,0,1,NA,0
"9090","7ea6ff465edcd50200c3c9c6744048596c63307e",5,0,5,27,0
"9091","7edc94842fe03dbe47c94975d03805904e1817c0",0,0,1,NA,0
"9092","7ee43b083b43e772795c2307ae5aa7408a724a84",0,0,1,NA,0
"9093","7f0799d83a96fa791b849b5cccde599dd3032530",0,0,1,NA,0
"9094","7f0799d83a96fa791b849b5cccde599dd3032530",1,0,1,NA,0
"9095","7f0799d83a96fa791b849b5cccde599dd3032530",2,25,2,4,0
"9096","7f0799d83a96fa791b849b5cccde599dd3032530",3,0,1,NA,0
"9097","7f0799d83a96fa791b849b5cccde599dd3032530",4,0,1,NA,0
"9098","7f0799d83a96fa791b849b5cccde599dd3032530",5,100,4,18,4
"9099","7f0799d83a96fa791b849b5cccde599dd3032530",6,0,1,NA,0
"9100","7f0799d83a96fa791b849b5cccde599dd3032530",7,100,10,10,8
"9101","7f0799d83a96fa791b849b5cccde599dd3032530",8,0,1,NA,0
"9102","7f0799d83a96fa791b849b5cccde599dd3032530",9,0,1,NA,0
"9103","7f0799d83a96fa791b849b5cccde599dd3032530",11,100,8,9,9
"9104","7f0799d83a96fa791b849b5cccde599dd3032530",14,33.3333333333333,9,8,1
"9105","7f0799d83a96fa791b849b5cccde599dd3032530",15,20,2,14,2
"9106","7f0799d83a96fa791b849b5cccde599dd3032530",16,0,1,NA,0
"9107","7f205d60c7498624495dfdf2e93fd5a66dcdeb14",0,0,1,NA,0
"9108","7f2e32689a906ac72f86f85f37138d68e56517c8",0,5.55550257364908,2,3,0
"9109","7f2e32689a906ac72f86f85f37138d68e56517c8",2,0,1,NA,0
"9110","7f2e32689a906ac72f86f85f37138d68e56517c8",3,37.5,3,12049,254
"9111","7f2e32689a906ac72f86f85f37138d68e56517c8",4,75,15,12,4
"9112","7f2e32689a906ac72f86f85f37138d68e56517c8",5,100,4,5,0
"9113","7f2e32689a906ac72f86f85f37138d68e56517c8",6,0,1,NA,0
"9114","7f2e32689a906ac72f86f85f37138d68e56517c8",7,100,12,84,178
"9115","7f2e32689a906ac72f86f85f37138d68e56517c8",8,0,1,NA,0
"9116","7f2e32689a906ac72f86f85f37138d68e56517c8",9,55,8,6,0
"9117","7f2e32689a906ac72f86f85f37138d68e56517c8",10,0,1,NA,0
"9118","7f2e32689a906ac72f86f85f37138d68e56517c8",11,0,13,16,17
"9119","7f2e32689a906ac72f86f85f37138d68e56517c8",14,0,5,6137,21
"9120","7f2e32689a906ac72f86f85f37138d68e56517c8",15,0,1,NA,0
"9121","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",0,0,1,NA,0
"9122","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",1,0,1,NA,0
"9123","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",2,0,1,NA,0
"9124","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",3,0,1,NA,0
"9125","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",4,0,1,NA,0
"9126","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",5,0,1,NA,0
"9127","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",6,12.5,2,13,0
"9128","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",7,0,1,NA,0
"9129","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",8,0,1,NA,0
"9130","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",9,0,1,NA,0
"9131","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",10,16.6666666666667,4,4,0
"9132","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",11,8.88888888888889,2,3,0
"9133","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",12,0,1,NA,0
"9134","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",13,0,1,NA,0
"9135","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",14,53.3333333333333,5,7,0
"9136","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",15,0,1,NA,0
"9137","7f4e404a2d9fd5ffbfc8fec9fc42b0076e4bc8ce",16,0,1,NA,0
"9138","7f55e88b4b6461179e053b428df56694c4d5789c",1,0,1,NA,0
"9139","7f55e88b4b6461179e053b428df56694c4d5789c",2,75,2,2,0
"9140","7f5a8b34cf19f17db709ef7ef526af19b59564af",0,27.7776678403219,3,9,0
"9141","7f67c281705668ee3d853c0e44d333d5eb0a5cea",2,0,1,NA,0
"9142","7f777720925c39ea20909dd4b0db7ac522ba3ae9",0,5.55550257364908,2,2,0
"9143","7f777720925c39ea20909dd4b0db7ac522ba3ae9",1,100,3,4,0
"9144","7f777720925c39ea20909dd4b0db7ac522ba3ae9",2,25,2,7,0
"9145","7f777720925c39ea20909dd4b0db7ac522ba3ae9",4,25,12,1121,44
"9146","7f777720925c39ea20909dd4b0db7ac522ba3ae9",5,53.3333333333333,11,140,10
"9147","7f777720925c39ea20909dd4b0db7ac522ba3ae9",7,100,6,8,0
"9148","7f777720925c39ea20909dd4b0db7ac522ba3ae9",8,25,6,4,0
"9149","7f777720925c39ea20909dd4b0db7ac522ba3ae9",9,27.5,3,7,0
"9150","7f777720925c39ea20909dd4b0db7ac522ba3ae9",11,100,12,8,0
"9151","7f777720925c39ea20909dd4b0db7ac522ba3ae9",14,86.6666666666667,26,217,16
"9152","7f777720925c39ea20909dd4b0db7ac522ba3ae9",15,50,8,178,0
"9153","7f777720925c39ea20909dd4b0db7ac522ba3ae9",16,0,1,NA,0
"9154","7f7ddcccb4919cac6c370d2893fe192454bff178",0,0,1,NA,0
"9155","7f7ddcccb4919cac6c370d2893fe192454bff178",3,0,1,NA,0
"9156","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",0,0,1,NA,0
"9157","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",1,100,4,4,0
"9158","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",2,10,2,2,0
"9159","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",3,0,1,NA,0
"9160","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",4,100,20,5,20
"9161","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",5,55.5555555555556,8,6,13
"9162","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",6,37.5,2,12,0
"9163","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",7,0,1,NA,0
"9164","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",8,0,1,NA,0
"9165","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",9,0,1,NA,0
"9166","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",10,33.3333333333333,4,8,0
"9167","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",11,100,8,8,0
"9168","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",12,25,3,34,0
"9169","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",13,10,2,4,0
"9170","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",14,100,24,181,70
"9171","7f923dd550b86fa19fabeeddf31f164b8c7aa19c",15,22,5,3,0
"9172","7f9a0b58c8871894d2fd762ab8d0ed85c4600ce6",1,87.5,2,6,0
"9173","7f9a0b58c8871894d2fd762ab8d0ed85c4600ce6",2,75,4,4,0
"9174","7f9a0b58c8871894d2fd762ab8d0ed85c4600ce6",4,50,7,769,15
"9175","7f9a0b58c8871894d2fd762ab8d0ed85c4600ce6",5,100,4,294,0
"9176","7f9a0b58c8871894d2fd762ab8d0ed85c4600ce6",7,28.5714285714286,4,707,3
"9177","7f9a0b58c8871894d2fd762ab8d0ed85c4600ce6",8,25,2,13,0
"9178","7f9a0b58c8871894d2fd762ab8d0ed85c4600ce6",9,0,1,NA,0
"9179","7f9a0b58c8871894d2fd762ab8d0ed85c4600ce6",11,100,11,7,5
"9180","7f9a0b58c8871894d2fd762ab8d0ed85c4600ce6",14,0,1,NA,0
"9181","7f9a0b58c8871894d2fd762ab8d0ed85c4600ce6",15,0,1,NA,0
"9182","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",0,16.6666666666667,2,8,0
"9183","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",1,0,1,NA,0
"9184","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",2,100,17,4,5
"9185","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",3,16.6666666666667,4,12,12
"9186","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",4,50,4,1,0
"9187","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",5,77.7777777777778,19,4,6
"9188","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",6,53.125,6,9642,662
"9189","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",7,100,13,3,0
"9190","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",8,75,25,1684,463
"9191","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",9,25,34,89,35
"9192","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",10,24.1666634877523,3,1866,101
"9193","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",11,100,29,61,6
"9194","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",12,0,1,NA,0
"9195","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",13,45,2,5253,124
"9196","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",14,80,46,49,25
"9197","7f9cee159c641a1c8564d35da8442ba17ad3cd9d",15,40,72,19,11
"9198","7fadb660a72e10cd43a66dcf812835c234c4f63e",0,0,1,NA,0
"9199","7fadb660a72e10cd43a66dcf812835c234c4f63e",1,0,1,NA,0
"9200","7fadb660a72e10cd43a66dcf812835c234c4f63e",2,100,3,4,0
"9201","7fadb660a72e10cd43a66dcf812835c234c4f63e",3,0,1,NA,0
"9202","7fadb660a72e10cd43a66dcf812835c234c4f63e",4,25,3,7,0
"9203","7fadb660a72e10cd43a66dcf812835c234c4f63e",5,0,1,NA,0
"9204","7fadb660a72e10cd43a66dcf812835c234c4f63e",6,0,1,NA,0
"9205","7fadb660a72e10cd43a66dcf812835c234c4f63e",7,0,1,NA,0
"9206","7fadb660a72e10cd43a66dcf812835c234c4f63e",8,12.5,2,3,0
"9207","7fadb660a72e10cd43a66dcf812835c234c4f63e",9,37.5,3,60,0
"9208","7fadb660a72e10cd43a66dcf812835c234c4f63e",11,0,1,NA,0
"9209","7fadb660a72e10cd43a66dcf812835c234c4f63e",14,33.3333333333333,18,302,63
"9210","7fadb660a72e10cd43a66dcf812835c234c4f63e",15,30,4,22,15
"9211","7fadb660a72e10cd43a66dcf812835c234c4f63e",16,0,1,NA,0
"9212","7fd1dede011641d7a90bb9a767e54a18bcf908c3",0,0,1,NA,0
"9213","7fd1dede011641d7a90bb9a767e54a18bcf908c3",1,0,1,NA,0
"9214","7fd1dede011641d7a90bb9a767e54a18bcf908c3",2,0,1,NA,0
"9215","7fdf6502b8c50c4311065656cd4451612e0dd157",0,38.8889988263448,2,8,0
"9216","7fdf6502b8c50c4311065656cd4451612e0dd157",3,0,1,NA,0
"9217","7fef369dcd29546c5223fff5c10af31508a5be12",1,0,1,NA,0
"9218","7fef369dcd29546c5223fff5c10af31508a5be12",2,0,1,NA,0
"9219","7fef369dcd29546c5223fff5c10af31508a5be12",4,0,1,NA,0
"9220","7ff7290baa8125759f60bca98740594f300eda8b",0,0,1,NA,0
"9221","7ffe71100898476197216277c2990fbda7217f28",0,11.1111640930176,2,4,0
"9222","7ffe71100898476197216277c2990fbda7217f28",1,100,14,14,15
"9223","7ffe71100898476197216277c2990fbda7217f28",2,10,2,9,0
"9224","7ffe71100898476197216277c2990fbda7217f28",4,100,5,7,4
"9225","7ffe71100898476197216277c2990fbda7217f28",5,24.4444444444444,4,432,8
"9226","7ffe71100898476197216277c2990fbda7217f28",7,100,4,410,38
"9227","7ffe71100898476197216277c2990fbda7217f28",8,100,7,236,6
"9228","7ffe71100898476197216277c2990fbda7217f28",9,25,3,26,0
"9229","7ffe71100898476197216277c2990fbda7217f28",11,88.8888888888889,15,82,55
"9230","7ffe71100898476197216277c2990fbda7217f28",14,100,54,185,23
"9231","7ffe71100898476197216277c2990fbda7217f28",15,50,10,1574,12
"9232","7ffe71100898476197216277c2990fbda7217f28",16,0,1,NA,0
"9233","800781da5ff9a06d40c05d6294f8fe9ee3c0acdb",0,0,1,NA,0
"9234","800781da5ff9a06d40c05d6294f8fe9ee3c0acdb",1,100,10,59,52
"9235","800781da5ff9a06d40c05d6294f8fe9ee3c0acdb",2,100,6,105,52
"9236","800781da5ff9a06d40c05d6294f8fe9ee3c0acdb",4,100,13,467,163
"9237","800781da5ff9a06d40c05d6294f8fe9ee3c0acdb",5,100,11,575,171
"9238","800781da5ff9a06d40c05d6294f8fe9ee3c0acdb",7,14.2857142857143,2,18,7
"9239","800781da5ff9a06d40c05d6294f8fe9ee3c0acdb",8,100,7,676,97
"9240","800781da5ff9a06d40c05d6294f8fe9ee3c0acdb",9,15,2,3,0
"9241","800781da5ff9a06d40c05d6294f8fe9ee3c0acdb",11,33.3333333333333,3,31,13
"9242","800781da5ff9a06d40c05d6294f8fe9ee3c0acdb",14,100,17,990,144
"9243","800781da5ff9a06d40c05d6294f8fe9ee3c0acdb",15,20,7,201,46
"9244","8020f12431ca1f230d0f4f825e8bdeec860c31b5",0,5.55550257364908,4,2,0
"9245","8020f12431ca1f230d0f4f825e8bdeec860c31b5",1,0,1,NA,0
"9246","8020f12431ca1f230d0f4f825e8bdeec860c31b5",2,0,1,NA,0
"9247","8020f12431ca1f230d0f4f825e8bdeec860c31b5",3,0,1,NA,0
"9248","8020f12431ca1f230d0f4f825e8bdeec860c31b5",4,100,3,28,0
"9249","8020f12431ca1f230d0f4f825e8bdeec860c31b5",5,33.3333333333333,3,35,0
"9250","8020f12431ca1f230d0f4f825e8bdeec860c31b5",6,12.5,6,7,0
"9251","8020f12431ca1f230d0f4f825e8bdeec860c31b5",7,100,2,1534,0
"9252","8020f12431ca1f230d0f4f825e8bdeec860c31b5",8,0,1,NA,0
"9253","8020f12431ca1f230d0f4f825e8bdeec860c31b5",9,2.5,3,3,0
"9254","8020f12431ca1f230d0f4f825e8bdeec860c31b5",10,6.66666825612387,6,4,0
"9255","8020f12431ca1f230d0f4f825e8bdeec860c31b5",11,100,17,452,0
"9256","8020f12431ca1f230d0f4f825e8bdeec860c31b5",12,16.6666666666667,2,6,0
"9257","8020f12431ca1f230d0f4f825e8bdeec860c31b5",13,20,3,2,0
"9258","8020f12431ca1f230d0f4f825e8bdeec860c31b5",14,26.6666666666667,14,6,0
"9259","8020f12431ca1f230d0f4f825e8bdeec860c31b5",15,40,6,870,0
"9260","80324afadfac643ae5a460027c6f0c461c9943b2",0,11.1111680666606,4,3,0
"9261","80324afadfac643ae5a460027c6f0c461c9943b2",1,0,1,NA,0
"9262","80324afadfac643ae5a460027c6f0c461c9943b2",2,0,1,NA,0
"9263","803b01d4c794981505678060fcbb176e25f1fce7",0,0,1,NA,0
"9264","803b01d4c794981505678060fcbb176e25f1fce7",2,0,1,NA,0
"9265","805bf4213d2b08ff797d19d1545fba2d57bb0533",0,0,1,NA,0
"9266","805bf4213d2b08ff797d19d1545fba2d57bb0533",3,0,1,NA,0
"9267","80691289b358870f5816839d005fa2f9e1faf060",0,0,1,NA,0
"9268","80691289b358870f5816839d005fa2f9e1faf060",1,80,3,7,0
"9269","80691289b358870f5816839d005fa2f9e1faf060",2,0,1,NA,0
"9270","80691289b358870f5816839d005fa2f9e1faf060",3,-16.6666666666667,2,3,0
"9271","80691289b358870f5816839d005fa2f9e1faf060",4,0,1,NA,0
"9272","80691289b358870f5816839d005fa2f9e1faf060",5,0,1,NA,0
"9273","80691289b358870f5816839d005fa2f9e1faf060",6,0,1,NA,0
"9274","80691289b358870f5816839d005fa2f9e1faf060",7,0,1,NA,0
"9275","80691289b358870f5816839d005fa2f9e1faf060",8,12.5,3,2,0
"9276","80691289b358870f5816839d005fa2f9e1faf060",9,12.5,2,17,0
"9277","80691289b358870f5816839d005fa2f9e1faf060",10,0,1,NA,0
"9278","80691289b358870f5816839d005fa2f9e1faf060",11,22.2222222222222,3,6,0
"9279","80691289b358870f5816839d005fa2f9e1faf060",14,18.6666666666667,3,10,0
"9280","80691289b358870f5816839d005fa2f9e1faf060",15,20,4,101,5
"9281","8089fef69ea32cd1b1179e7f037c2e9aa258ede9",1,0,1,NA,0
"9282","8089fef69ea32cd1b1179e7f037c2e9aa258ede9",2,0,1,NA,0
"9283","8089fef69ea32cd1b1179e7f037c2e9aa258ede9",4,0,1,NA,0
"9284","8089fef69ea32cd1b1179e7f037c2e9aa258ede9",5,0,1,NA,0
"9285","8089fef69ea32cd1b1179e7f037c2e9aa258ede9",7,14.2857142857143,2,5,0
"9286","8089fef69ea32cd1b1179e7f037c2e9aa258ede9",8,2.5,8,2,3
"9287","8089fef69ea32cd1b1179e7f037c2e9aa258ede9",9,17.5,19,13,14
"9288","8089fef69ea32cd1b1179e7f037c2e9aa258ede9",11,33.3333333333333,5,44,3
"9289","809aa626f430d4484ce7346e4ccc0faaf96e9a44",1,100,3,14,0
"9290","809aa626f430d4484ce7346e4ccc0faaf96e9a44",2,100,4,7,0
"9291","809aa626f430d4484ce7346e4ccc0faaf96e9a44",4,25,2,3,0
"9292","809aa626f430d4484ce7346e4ccc0faaf96e9a44",5,22.2222222222222,3,3,0
"9293","809aa626f430d4484ce7346e4ccc0faaf96e9a44",7,100,5,4,0
"9294","809aa626f430d4484ce7346e4ccc0faaf96e9a44",8,12.5,3,2,0
"9295","80a350f76818d3ee1f06b6946f70b4fc8d7e4f4d",16,0,1,NA,0
